Bug_id,Fixing_commit_hash,commitdate
1646317,1b921cff6551ea418c4e0ad2b7db5f08d166924a,2020-06-24 14:06:05 +0000
1647717,fc302cd8b47cf99d89979eb4c9349086b2f58a11,2020-06-24 12:45:36 +0000
1645416,1a80554253fb24f8d60a4331d3a6a0e1e48a863b,2020-06-24 12:05:04 +0000
1647066,7eb9e6c8e04db145bc922de9a3f3cd06a74bd6db,2020-06-24 00:52:46 +0000
1647638,63042412c1dd08dcf3049e6414a0048dbe3f0b03,2020-06-24 10:18:49 +0000
1646499,1b52f1f63a1c6f7b1db5f38269a1b4a969df8ccc,2020-06-24 08:06:00 +0000
1647739,ce70c59eeb6d9facd14c94f6face1625de3906ed,2020-06-23 17:08:17 +0000
1646348,bdd0a1286cad2c1419d2a13fc1828aa666f7bb34,2020-06-23 16:43:52 +0000
1646348,5272ad61422c5b60d42f59f7548175e124c9e437,2020-06-23 16:42:57 +0000
1647368,63eae5e0e98fc9bb6ede21d5a3f7925ccb8d6ab0,2020-06-22 21:09:52 +0000
1647734,81fe5564c4809396ca915e2f1ad8432b2a1a31e0,2020-06-23 16:24:04 +0000
1647225,f3ff31626e21f84bd4b1d5a0555ed1030338da47,2020-06-23 15:21:36 +0000
1647054,c814d9098f8c668637bf1feec941e19c536b9df2,2020-06-23 08:16:57 +0000
1644907,34eac0d840a849f88ae09b17e2c599114a74b859,2020-06-23 07:59:27 +0000
1623444,d6b473ff708462bebd254537f3bc53c1060ac1f5,2020-06-09 21:20:50 +0000
1622353,89f4e872fc4fa5110363b6bb9c99b4e0d7d4a3d0,2020-06-09 21:20:20 +0000
1647225,015478ec516818f07e7d5c250e49c26ca4f4345b,2020-06-22 22:54:00 +0000
1647436,c0d52e68915083a6b7b8dcece3acd93b7574e3ff,2020-06-22 20:26:56 +0000
1647400,94a495406ce596b1ffa0db5b74563b55f537a748,2020-06-22 20:24:00 +0000
1602668,4a822254058ed883bf1536f331dd26b9155d49f3,2020-06-22 20:21:52 +0000
1646945,e6b39abe082f4ed857eb2d15a31052e34bf6da79,2020-06-22 18:03:57 +0000
1643798,4f494bfad1074e5ee135b2a5c83e450b77556c84,2020-06-22 18:25:06 +0000
1646801,89be8b0d1e953d5ef01d10ad6cb89906bd489408,2020-06-22 18:17:00 +0000
1647058,ebb721dcf8ac022d8648b996e6bcd6eb8b413dbf,2020-06-22 12:51:58 +0000
1646633,1e9044a7087e14a77cd0c70c2bca46dce83eaa70,2020-06-22 11:36:32 +0000
1646224,f81ececcb91694d11e14da827e2a9cacfa28f79a,2020-06-22 11:13:27 +0000
1615130,5d8eb750cda503acb5ba00bca25f30c80b26acf3,2020-06-22 10:21:40 +0000
1643607,afadc999445c7af7a930bd68548e26d8a1e74c88,2020-06-22 07:08:22 +0000
1646407,2a6bf134e022de48cedc2a83de0cc66e3a66a001,2020-06-21 13:12:30 +0000
1646176,7ace5d759973ff81576ef0767c04a9fa7a43acbd,2020-06-19 00:56:03 +0000
1646926,b2455bc1cd2f7368c14aa9c916d6422728936c3e,2020-06-20 15:45:24 +0000
1646811,40b0214e2cf8e31723c3099c0af2a4a142a79025,2020-06-18 18:14:29 +0000
1646811,9077e6a4a9bba221f64f00da882b510e14fd0112,2020-06-18 18:14:13 +0000
1645057,4dedde15f97dc20dc497c181eab386dbedbb889a,2020-06-18 17:04:36 +0000
1645675,8b02726f4f5c12953cc3dc285f1254d0002c688a,2020-06-18 02:35:50 +0000
1642591,16ca2c98dffdbe968a835e0589a98098f6a090dc,2020-06-18 14:07:03 +0000
1646348,e6c3203e232a1428051906b0ab16e9931037ec82,2020-06-18 13:23:09 +0000
1646035,dc606a6f67a84739c8a7eb5e1b388fba0d9c0877,2020-06-18 07:54:52 +0000
1646041,1bdfd74b3fd97671f5514a89f96cc8d008418cd0,2020-06-17 14:21:00 +0000
1641554,e7f38312995f7d7f6021c13181fd88eb922ba72e,2020-06-18 07:49:47 +0000
1646546,7b1b460d78937889a886dab7a86fb32f52de094c,2020-06-17 22:27:45 +0000
1633737,4b9ef7886e46f54cd9987a869fc11e1dd967b676,2020-06-17 23:25:14 +0000
1644614,ef82cc3ec1fbee353677a1af46d06068a5aee9e7,2020-06-17 21:02:23 +0000
1646431,40da5b08146296a9700543716c64b78f89e600a6,2020-06-17 17:16:06 +0000
1646158,5b95767d8c4496d146614dea06bdcea44a4ff52f,2020-06-17 15:56:44 +0000
1644537,b77e2a68c6928a3c0b9684b8ffcabf76b7c7f575,2020-06-17 06:53:30 +0000
1644537,49efebf92b4ad70819c5937c643e4fbde1363080,2020-06-17 06:03:40 +0000
1633737,9c4930c11bf07d67c52df3d2d90741220f922a2b,2020-06-24 18:25:08 +0000
1646171,0f1c6a1f28c4990d55f6a73e4c843cee75f94781,2020-06-16 21:26:16 +0000
1646206,dd955b19e7bd4b1b0672438070f28e625eafbcfc,2020-06-16 23:06:22 +0000
1572329,8c5c5746f868b4570983f5a2ef5feb122eff1853,2020-06-16 08:01:27 +0000
1646083,43bd5f2873e14fac14b11a212a10479721f97676,2020-06-16 16:38:11 +0000
1645645,de7c977e7805e4c31f3160d670c9c992d7b3f390,2020-06-16 14:52:15 +0000
1641796,2c4d8f2731cb35f0ae87e9b635a51a3fd58e4685,2020-06-16 14:27:45 +0000
1620656,8279f9be4aff8dfc5add59fc0e4f39fba7742269,2020-06-16 12:24:01 +0000
1620656,b80f0c78e422ab6d45536552cf616949e6a3cf01,2020-06-16 08:54:41 +0000
1641796,f267aae5ad6c63e09a87b36452e4154272a68a50,2020-06-16 07:56:32 +0000
1645819,f39c6a22f77adc3be72c10350e6eb8b2b228b57f,2020-06-16 03:08:54 +0000
1632249,4d9dcd8e1dee7edd3a36ce31fe754f38eb6ca974,2020-06-15 18:26:05 +0000
1645789,1530edb980b4ac4bab84438c012ec45abb544251,2020-06-15 16:10:33 +0000
1645770,d8b15e8369668b36ab17505c57f6e3e937143f31,2020-06-15 15:55:23 +0000
1645766,1d210422262c7937fc9d4a9ee2352d7349ba2179,2020-06-15 13:45:08 +0000
1645598,373bb89e8a5f9da1ac61f61c4046f95ed91f2a13,2020-06-15 13:31:39 +0000
1632715,fe22cc73306c44377a162bed9c2efea25be47b05,2020-06-15 08:25:31 +0000
1645384,9d689fcc53c78fb850c0ed7c776f483cbbd6c61e,2020-06-13 15:15:09 +0000
1628898,087df13c2752ccbb93ba484d69520ad264d85328,2020-06-12 16:13:11 +0000
1594467,010f052da8c9f05cba5fcdd4c0be48dc1fd8f2a7,2020-06-12 21:00:01 +0000
1645384,7481615ef293733535f6ad0340d04a85315f06c5,2020-06-12 13:45:40 +0000
1642330,9322f4483d3cd6b69ca96d66a82d877853766877,2020-06-11 21:35:07 +0000
1641517,16131c14f72631ff4b68d2289f4bdc41df2c34b8,2020-06-11 18:02:39 +0000
1644793,ed50201953cb1b1e88661c8825f9dea82252d231,2020-06-11 14:05:24 +0000
1644153,4de2f47682fc61584c09131ad83fd7c7fd9feea1,2020-06-11 17:39:23 +0000
1644662,4ff9d9138d737c7d3aaa5d8f2eadeff855a17902,2020-06-11 15:29:07 +0000
1644942,f2fbbef86247e7727021eb39484c237e9ebd1505,2020-06-11 15:53:45 +0000
1645013,f81a375e03fa5fff747451b7cef961e2a7d9fd52,2020-06-11 12:20:17 +0000
1644524,ff12e214beb68974c8d06f5dbcdf361f95d3df27,2020-06-11 13:21:09 +0000
1643826,13fbc508bdbd84028327498293823af0b4af1af8,2020-06-11 09:30:29 +0000
1644393,925ac1a2d0bf9f21321ff0d5040dab436f6ef4c1,2020-06-11 09:31:07 +0000
1644642,5f046f94b56993495ef4f3351f0bda0bb3e716cc,2020-06-11 07:58:38 +0000
1632249,15ac3e9445fda37b3eb8ef3035eb017afa1e448b,2020-06-11 06:37:43 +0000
1644924,257e00359dfe1d684a980a33fef477ae5e5e0640,2020-06-11 02:05:07 +0000
1632249,85f3804e14cc39a7660f45598e64bc89d2359eda,2020-06-10 22:21:17 +0000
1644223,07386a9fc0c588fa48cbf2359e72d830bbc8c8e5,2020-06-10 15:12:33 +0000
1642223,501e5caa97093a4dd174c242a3fd50d7fef1469a,2020-06-10 08:31:39 +0000
1644237,2c6fc2f5577cd34a5c640844306b5e01bd269eb0,2020-06-10 06:23:58 +0000
1643656,4e88a12703c58dfe2f1f486ace313dfddb56dd48,2020-06-09 22:40:22 +0000
1422005,d0f02440a401897587220bbe087657d01508882e,2020-06-09 22:32:21 +0000
1643504,01f30cd88fd6eb64d532b2a90cbaaf7e690e3083,2020-06-09 21:41:49 +0000
1638914,f685402246fa63b4c042e9b4f56d15afc641447b,2020-06-09 09:50:05 +0000
1644403,ca2d0aaa68c446542b8e1286198112cb17c9c79c,2020-06-09 14:27:20 +0000
1620243,9ff9996e6a8c6035da09878be190784dd24be156,2020-06-08 22:45:32 +0000
1636926,f013b16106c65afbfcecd89bb88cef5280300d46,2020-06-09 09:24:23 +0000
1628762,120fea1c428ebc09b05b58a96031cece468dccfb,2020-06-03 20:52:55 +0000
1640496,238bfaa4ae01f609de0260791bf92d892e82c4ce,2020-06-09 06:12:23 +0000
1638711,d2ffadadde4ef17acb603ef8734dc1fcb19ab027,2020-06-08 23:16:39 +0000
1623442,6f7f7e13b8b103ccae4c7b1e7cdad470673a3b6d,2020-06-08 16:11:07 +0000
1623440,4e60a851f91a41c78d798b71b139a134e53102bc,2020-06-08 16:10:34 +0000
1643435,082e587b98a8949c10c98c7611658e9a9a554d9e,2020-06-08 20:13:01 +0000
1536833,feb9d115fd0b953c372afc4c791a681da3b7e5ff,2020-06-08 17:13:28 +0000
1642730,f8a42b5329828ef378564903e86b2cb11a4f7cf3,2020-06-08 15:21:15 +0000
1643354,d0cfe96caec257c32081366b0492790f4209754e,2020-06-08 14:29:49 +0000
1644079,0011473324ded79fa505deecdc56b62561550b84,2020-06-08 09:14:56 +0000
1638711,da103bf71ed017db2f0f887c8fc0ce56593870b9,2020-06-02 23:04:15 +0000
1641590,35b97af64a55d1d30caa4d6e9fabc1a7fbabc509,2020-06-08 06:45:14 +0000
1628599,228fa97fb8713b1e9ae2b986bae165019d1b0c78,2020-06-01 10:58:38 +0000
1630327,5a14adaf653fcb868083202c8ccda59d59532854,2020-06-05 22:26:12 +0000
1640278,7fa31e97528c0a82d57b289f29a6fa6745afcc41,2020-06-05 19:40:48 +0000
1640278,fe8c054562aab3cf78bd36a766a8fa12b87f1231,2020-06-05 14:52:03 +0000
1643737,c5d27649747dccc683313bf0bf4a4a4ff706947b,2020-06-05 17:00:00 +0000
1641271,6fd3ca3e0cbec93ac1b1b2ae40331b7be2bf0bf0,2020-06-05 15:46:19 +0000
1642106,2f0d00c3d6bb75fc494446513682b4ac84f4f428,2020-06-05 16:26:25 +0000
1643003,83ef956e60cb3f4c8e60c7d65f98d02d9fe92bee,2020-06-05 15:05:01 +0000
1643103,7a9ed37810c82b46a4fe8c8d4e19b9abc37a76e6,2020-06-05 13:42:14 +0000
1642503,26f7c8e00937a2e394d662785b08fc28195a298c,2020-06-02 08:01:34 +0000
1643279,69e9c44fab4184f51cd3ad2939733e69417c62c8,2020-06-04 12:30:53 +0000
1592776,839498570ff295824a1143bddccc943a1b44e9f3,2020-06-03 13:15:40 +0000
1643049,e64af3d86d78f94a16b5bb47585b31315fb8c0d0,2020-06-03 19:16:51 +0000
1639144,a6e8254a01ae0aca0747f6c939c5fe99622e91ef,2020-06-03 19:28:43 +0000
1642593,e0bacdb606ac52e4d5d5cc567e97adccc273da71,2020-06-03 17:36:27 +0000
1599160,a5473b1df6aad84a8b80ff5b97d782b3ff8e3e62,2020-06-03 16:55:10 +0000
1570736,f2f948de6ca93d35bb82ce6e73c95773c082b1c4,2020-06-02 21:35:01 +0000
1558539,c7ae0f169c90ae443ab8054deedab116e6a0b03f,2020-06-02 23:54:44 +0000
1642343,4292aa557cfbc7f8c84ea909d401c8af1ad911ce,2020-06-02 22:36:20 +0000
1599160,c297f6ed8bd8f8b1e39c4ff52465939add1687f7,2020-06-02 16:55:31 +0000
1599160,31d642347c82c5c766ad5dc04fc8c06a0f6d86a3,2020-06-02 17:02:51 +0000
1592776,b4a1cdba4e996aaed053007ef460f2eb5c1b342d,2020-06-02 11:09:58 +0000
1640877,904cf26dfd69f3ead510bd269e4012ff86b21651,2020-06-02 12:15:14 +0000
1641898,6e3249f1ba19d221ce49ed6b8b61fe0da837858c,2020-06-02 08:28:06 +0000
1641898,cd06f002d544ad418ba61f0d1039bbd93cea8cf8,2020-06-01 14:18:35 +0000
1641978,11787147d1a42f304987d265410aad9faebebc5e,2020-06-02 04:41:14 +0000
1641262,ec96908456a235235473b03caa980a6c023d52c3,2020-06-02 04:04:10 +0000
1254030,01c7b3c016896f57949309b63cd834927ab516f8,2020-06-01 21:40:34 +0000
1254030,8ad102a1a23dba7a6e9115749a5dfe3136e9a86d,2020-06-01 21:42:19 +0000
1640523,e8043c0222faf380e2c36523bda8c5523fbfad31,2020-05-31 21:23:24 +0000
1642439,d2861db731e8e439f91a32063d6d703099922e9c,2020-06-01 19:33:29 +0000
1642418,7ed5e2165a01f3570667f2f46f25714b27a3b06b,2020-06-01 18:59:46 +0000
1637998,421a94b374ef74e035122ed271c34476ccccdf12,2020-05-31 04:14:17 +0000
1641946,015f54d362d15c461221da8e2eba6d44a897e919,2020-05-30 09:56:42 +0000
1641908,365c5302e954b4e4c900970b6e1363220a19ca1c,2020-05-29 19:14:24 +0000
1636419,539a82f76597217a30b6b3b58ab858f160c07149,2020-05-29 16:04:23 +0000
1626761,498fc0d0dcc714c0ad138cdac61c2518d744f0ff,2020-06-01 11:48:19 +0000
1640703,c364c4658796501344649933a4d7b402dbfaed2c,2020-05-28 18:45:01 +0000
1641628,e694e621bd82464d2a2cd0cfec6d1bf9dda28924,2020-05-28 18:13:07 +0000
1641702,4a9bf389791a94f7fb4b0d927b7c181417b264a5,2020-05-28 22:28:52 +0000
1631346,4b4bf8886f5add9a953a7e27328830355df1b735,2020-05-28 16:01:56 +0000
1641419,43aab53f3e26769f27f5da951c6be309d7b9dcb8,2020-05-28 12:43:41 +0000
1621916,42f5cca14e6d63a78711aa6178f60bf8a42302ea,2020-05-28 11:14:52 +0000
1611204,c6bcab8a5ca0b63b90d32a8865c4212b91a373ff,2020-05-28 10:38:51 +0000
1621916,68a6cbf42914e2f12a4bb5188c2d834be5b47ceb,2020-05-26 07:22:12 +0000
1635360,e93fc6fed612b30463769406d2863b86f8975483,2020-05-27 14:42:29 +0000
1621916,4acff3dff1086ecd9a0b27e0522fa4ea0fba60d8,2020-05-25 15:57:54 +0000
1611204,42b26c66a81f2a1a374c0c36d43696179adde1ed,2020-05-28 01:10:35 +0000
1638711,3d7f13f789c7c4b893c257bb2005f3128d936c5a,2020-05-27 09:39:38 +0000
1641122,cf61fd1e1063d6c9ae57ef88c22819e59d19e9d4,2020-05-27 19:41:46 +0000
1641245,70ab539dc057bf94dbe47762de8dab0daf08e6af,2020-05-27 19:05:25 +0000
1639475,98c6aea04ee86d2a444d913109649af018a1ad36,2020-05-27 15:27:33 +0000
1640906,86341bce8595b9799917648de712f61628dab24a,2020-05-27 13:15:07 +0000
1640788,2e03ed07ddb82aa6bb54d09f71d7d65c6d851001,2020-05-27 14:01:53 +0000
1640788,6dbf4cf07b834820e57ca639baaedd31f2037ebf,2020-05-27 12:36:25 +0000
1641017,804a5e3ba61d3ba3dcbca749b45d424f947937f5,2020-05-27 06:10:37 +0000
1638711,e323917bc68296178913a626710c0ecdd9dc571c,2020-05-27 00:33:17 +0000
1640289,cb57e50c129dcb3773a442ba1f5acb26b08b7a10,2020-05-25 15:51:15 +0000
1640983,c7ce07f2b5e25f71d0c2f63ece6121069649dec2,2020-05-26 20:08:16 +0000
1640879,a79fecdee732fb4a299da70415f6012c1ceab4d8,2020-05-26 13:52:55 +0000
1640140,e57ba492363c37f381987fb8a60e1c964015d816,2020-05-25 10:32:46 +0000
1638293,c7ba6789e7e0d1e619b4d491bcf0308f82e394f5,2020-05-22 21:08:02 +0000
1625693,b883a30ead9c9a0b6f81209cd930bdd143a23cbb,2020-05-25 15:38:34 +0000
1640566,c6109674e277c71053447b8eaa5a528e728e4522,2020-05-25 13:44:22 +0000
1639845,b50cd4a1a8f3683b0fa6effc8a3feeac74776515,2020-05-25 09:37:06 +0000
1637953,5be60824bc21c2923fed79be1b17aa75aff00341,2020-05-21 23:11:14 +0000
1636574,dcc09805302bcf9787d5aec833e5653eae2a23ad,2020-05-22 01:24:09 +0000
1639815,3a5c48b16cea59d4baacc7b07e1caea59f040a83,2020-05-22 00:23:16 +0000
1639874,6d4116acb85bf1e1055f6b9d8ec21ee3a99d4660,2020-05-21 18:53:42 +0000
1637953,dfbd6e7ef73788eaf96463e69b44f2bab849fecd,2020-05-21 03:41:17 +0000
1617524,af3ddc2628baada5af1d90841d538e246cf57114,2020-05-21 07:42:32 +0000
1639305,645e4e3c373b36406f93172050d670cbcafb3dbc,2020-05-20 18:15:24 +0000
1639486,86051cb706a8af376f9385b4f7559e64290fb6ad,2020-05-21 11:36:32 +0000
1619381,cb0d309a3c8091f3692d84fcdd457a01d608508e,2020-05-21 09:33:00 +0000
1639727,efbc79edbd930357b9618530cfb033f9827d50c5,2020-05-21 07:13:12 +0000
1637955,0bbe804ad94450458162925e857f7bcb0c965744,2020-05-21 06:34:00 +0000
1639533,b50a39c2d38e8f9a3815545a0e0676f37c2e0bc7,2020-05-20 23:53:34 +0000
1639533,a594bf82aa75dfebe057b1d7fcc25d47d08392d8,2020-05-20 23:54:16 +0000
