Bug_id,Fixing_commit
1033020,c5e0699e4b50057da25e4695952c1c17076153bb
1033121,2f00e114a4894d78cecd54b8e064fd5c057396e3
1034230,170873fd6b998910a287c0a070033c586d42914b
1034383,5c805d803e11a5cf4ddbe41158926684a1a7ff45
1035007,238ab54e98e3b1bd7f8e3761d4fb6b9383997141
1035438,373ec3f226af4cf6329b739b1006e469fa5419a2
1036515,faf3c7ba3985ca13293aaea9ce1457e790e1ba17
1037641,457ca2777ef4d3e08331c0127239d5ef6875bc2c
1037666,3f110285411088899ae207fa7be0ef50a24939d3
1037666,e23798c6319137080d9be9708190149833191b0a
1037830,0e7b30eb1a7ce99d66b2589b94fe37b0352eaa5d
1041148,bb6a8372586fea5983eacff4108d35aff9075aaf
1041512,f840facdeb036fe68874cc0a6b9c7e6bc9d7b5f9
1042699,9d2d9b4a95b9c42738a63308a72b19b65b0723ec
1045977,9833f49704364564c5099c3d30089475f35b40fa
1046421,bf5fd6a7021ee8295db3160d7ddbc3db942db575
1047831,8276088e9fecef69ebbf6c5b1a881e171fc9c823
1048517,06b830f9b0e764c0cbd534557f81985b2b17809b
1049095,c4d1c00413479524bbd1f9ef4ba1f0809099af65
1050340,a3761879135a5eadd5f80c627d310c00d080be7a
1050340,a4014b7b418a4144eab90bdebadee40e3bac2563
1050340,f752615f4e19b83ce3d870a45163ab2d263eedba
1050340,7d1e2bb43a8c1aae2a2c450865cf9b0168bcb295
1050340,2491548a1dccee0cbc145b0f9b386662f0b784b4
1050340,12fd4b703210702c464939284a3bdc71b4408ff3
1050340,33e14266964977ec23a64b4fab708897bf443f1e
1050340,8f7cecb8757240552555980b23fcfa13e158c49a
1050340,7774f27d0d31989dc48b568a394d33c229c6bd3c
1050340,320e1620d36d81e95816d5a98d1b6046f46c13fe
1050340,64db0d9db944a724c1382a90799e7431d6752d0b
1050690,8e80d6b6f9afc05aa74148a52971faa27e1c6a22
1054359,f6cdb000f3d8300f4c61c1e0885065372cf23c6c
1054538,7229fe7c621518afc8f603407889202e5b952cc2
1059081,48a1594590341320e84560f0b35844c773849ee4
1061214,860a8e4ae2fa4e8844066272ad5a0ddb39f0e3d0
1061600,d803279cf506b9b4389905daf26cc0ac873d2b61
1062876,786737c759d771029d393d793dff207d86f18faf
1062981,6377d012422243ddbbca773b416665ca8370cbef
1063733,f5ad5364a2dfce16f73a4f499de293c4d0aa2559
1064346,88d55c0337823cb1fe0eb5a09305c52051fda88e
1065909,f0cd9e9e87aa30a6c7f0d53c45a0417a6b4f281a
1066190,d02e70f0bf3d2f6028541d2a7c455266bc9597cd
1068218,81a9009a5c1d6d025bed6a34f10b38adab7e1900
1069762,6e99a4788c2f05355749e21eef9553ba9b6a9e16
1070962,aa3aa08cca9ab8e6d33a02aa31d1494e07b5d9d1
1070962,82d31104b072fffb8477ee5490e61291d6399654
1070962,553feb23aa52b8e3560657d2bd0968ecd58a838f
1070962,67f89c977264c9337100ae13ac2c096f084030ab
1070962,3fe372c4fe4e1f89e234bd2f19eb198d7baa9c3a
1070962,bd068c8342fc9f49df74a230842b245e0900ef27
1072044,3103826177af7977b5090b81ccb84e4105710070
1072130,64136343bb4b3b6016b85c402b6b113ddf0a26d0
1072174,3dfe5612e17b8fbdbb8635d99bbced1fa30172e2
1072760,1ca9cc2f0195add075be6a2799d6fbdb279bdf77
1072847,1c53d6dbd26395144b943d41a916b9dadcf9fa1d
1072871,2bd2d1db4056a54184991cd8248851e64c1b75a3
1073577,f33f7dc50aa94521cf970088f69ed78e791c7a32
1073952,37d0954bf1431c13ef29457a124c691201674068
1073952,461141e9b3c92aae1a79bc5e492ec49629cc81a2
1073952,bf127c7f5a9ba62c0d86b63421c73cdc7d066893
1074280,d927d3102472c93c35a94d57a675e15eca1176e9
1074642,0f8ae1c5e282e0c823262f85d5a9d4bb6c400dc1
1075546,4007aeccec79b33a9eae3506f26455ae3e01facc
1077687,d2edb76fa2c00cfa8c38e18443c5c90650e50b54
1079554,872fa257eee29a14196972a8122070883251e774
1079658,acef7c16e3f160d5e7f7c979e6e56973d3342786
1079658,6b70e15bc452b66f4f5327f56fc3ec5052356e74
1079729,c072fade4e3699ab12de8cee51a66241645ad4b2
1080312,153148514f228a9e7b89e83aae22095ca0ca5cd3
1080987,6f7c93a5f71f8f1693f6a824944f5b93ba2667b5
1080987,d90fcdb1eb71b3d416d523b798924d8b5c7d316e
1080995,8c716f35d9eca5e07a4b1cff8ea0ca352e48d022
1085175,d829a27e089a856948731ddbb4fd2b23ecf48887
1086842,e3411194bf984b93e7585e0f514cab3e3b2fd488
1086999,3aaf3cccabac25ba12756e4c20742d2c24816725
1086999,c683f8d5426dec3bd4fcc0d680794e6968e8450f
1086999,a8aa222f1d01b25411ec29f744e1269a2c04ce54
1086999,183190289b9c69fff9812491924005f2c1e8fbc9
1087565,2cb85f5cadab1281fa3f7dfaa1e0f4ca820dbe13
1087633,dad61f719326df13c000755aa0590189e93df2dc
1088635,e066f112521a0dfaab1e65b3d6f33d30cf9b3931
1089207,e06adcf04636ca3892ae42a47fa6c766e31b7d30
1092363,ed9225015e22ca0fd977468ee8b60b51e2d2bb6b
1092370,a1961f96d4a7f199a0745370b9129f9785038e66
1092855,9a33d0207b18ec920e6ca4eaa9fb1a6a13ec5052
1092947,465b7f68072becf42240a386823eb8cdd6cebc9c
1095925,c38c0e99ea32f5ddb29382e7d156185924220c41
1096138,d8d78db85c5dd9b59edf9fd8a889b200d411482e
1098314,f9e8ae3213d2a722ee0fd55bc52699f6ab374878
1098497,47f88e6ae34c7d62f30231ca5637c95360cb491a
1098583,4ed14c45e6e685904633e2614b13bfc3175c3e7c
1100409,bbe24bcf277e0d8956b9e71cecf2762464da8306
1100409,874e07bec1ccefec52dfe045e9f735039ece83b1
1105045,dc21224de25bd42bb8ad4728c71988dfdb26ea26
1107009,1ba6070d3f51a8e9a5dbd2a69326d557ee503cc9
1107011,fb1f0c400ec04e49840b1bf68efa98c50b01c952
1108455,d77fe45d2ab55cd3eddf3e87af91182a5e176f58
1108455,c233ca053f7c5f19896e32a3367e74778d05f156
1109552,f42c4aa524f64b2f9c400a8e4a63d6f171bd7503
1109889,2a2e04192d58332872103561e6343b788d314af9
1110212,ee4fe2ec168e719e822dabcdd797c0cff9ce2407
1110212,b58098a4ca40663f16d5901c20dcf2ef88cdcfba
1110488,bb194bedf519024d7969c3f8b4f1b33e41889129
1110557,7f0738c201ebb013e201a14173edc21aad0bbee4
1111243,c1fb4bf7b043ffc16bcf943ee040938d4f354add
1111248,e1aaece372a55264c08c08532fe15199b6a42cd9
1111327,47fdf63700085a4fb75f47ca78e87e7a89629521
1111737,4fc84f5e110fff80f186f5c30d8a8ea2a5374638
1111834,ac621df2174afebd1530a2b1f731927ab996031b
1113431,6a170ee249b2efeb91ecf9261d5184dc7d1eed06
1113431,3019cfbbfd0db7444c7c15a914f2409c01fbb4e6
1113431,4b5850a205d0920f80e15333a5fc5509b4db9103
1114058,f1c8fc215969fb219cb332cafa29f3ade591eecf
1114569,b4c70d12ab9195996504a91147abb90278a29490
1115776,68e641adcfb6b3a1f9f9a9936515c000713853c3
1116306,8f85d78f6890826e89686aa451d7c2db60666cff
1116385,52917169ff8dc926ba6202b39f99644eceb79959
1117140,6c8f62d7fd1cb82189e58ba5591b9e1769a187de
1117304,1e2e5169edf8202110a15c2c6e88edc0fcc6ef01
1117304,144dea01fcbf11a3a53082cba9be458066b1422b
1117406,0c329304fe62946423e9c2f38314f020d5e5c4dd
1117977,0aa5dec4bf2a696e0817c8610f473eda00a71a71
1118894,946d72dae3dff47243919086e1c5747eb0022455
1119019,57c76122bb2776ab38bfa15ec96c72f23d4e52ee
1119579,9d9610c574b4a78adb93c104c2c956d4f0f44241
1120655,81de36604bf22e8b777a3d7fc4eb57a038c1c27f
1120655,74aab037e628b4f5d772cd9ad13731fdfc7dff02
1120655,25c0b4f618fbd5397ae0b4f6a3a4dd53ed6b12dd
1122218,c48d5ce78376f7e19afc4702c7940db2f0838726
1123882,0cd1d16b95c740f9326f9e1338eafcd5f9bf38d3
1124018,d6bdb55ff8bc48265188fdb6656b447877f202a6
1124898,adba768607dcd0310f633854777a37b626199db4
1124898,bab6997a3bf814e61fb8bcb559870c425d030a1d
1125389,51ac953371fe498d244c1fa9abcdbb42ac2a9df8
1125734,ec859a233c28e28e1f7144fdd9b17a4a22fcbb4f
1127012,9c8d2f799d0aa74ffb9d506bf0942f893f1f4dcd
1127206,568af40e5e0d8299f21032ca7bcaa3f6784891d2
1127246,a00fff536eefc04284a843f1fb88c45c9230cc7b
1127481,34da940cd412cfad9b6db7be1027b2d7c753973b
1128064,2b44490589d824ec9bc2360b95237f399cbb2e5a
1128126,d86ac92e8a4174568c67f4c32015452b42cae311
1128196,1938c82eaf522f4e9b03df197fbc88d022df9e2b
1128939,d9437013657a452e61138f28a92534fed4392c03
1130541,2565e56e117c777f84795f5cc47ea47244cfb0ef
1132265,d8d51e983a8ba3c10f71f48e0698df46affcae74
1132342,8c2b291548ad2dd7477e83b1226380a90f90cbc7
1132467,83d5d84f1092a1871c5aceba5a391eb413fd5f9f
1132468,f1170bf063bd31cdffab3fa443cdf1387befd22a
1133909,331e34783b63352f861c3e58bf4309b9093da4a6
1133909,e29fabd8fad7a104353d7e9293e5b1c57e603149
1134561,9264aec18c621024190097d3b1542b5649c97a5d
1135066,e4a81270915ce7965243c460fc4ba4bfc7be8f35
1137326,cde1ceac078801a2c55de4574de2396f8aac4e31
1137624,f266c100d83178282108b6df157ce8a6067a1f32
1138199,dc074235bf94faf53fdf3bb08c40460f83bb9806
1138391,b83369a62acabfea440c8ef0dbdc6d7a205d605b
1138669,133524b43f9c7f79abd60624dd3dd1335b6308f5
1140537,438d9e2a991ab82381a1a1442a470b2565c80c13
1140616,51f188b7abd89b3affc84838cbd56d9bd3275c0f
1141081,4f0b849ae2b05362258cbb5b1bec6179dac5c981
1141081,ee8c9c1c2becc3fbc2945f7613edea1322f43bad
1142210,3ae4e63e37f67bd9e8ee065b07c3a027fe58b050
1143130,cbff0d351f7466c6dc304ac7e3b5527b8524ae10
1143194,aa10cd6d6ea0ffafd0a5dd6b659d3a9096c3c263
1143194,117d8de21ad5fbf88a7270493cb822f03a7b7dcd
1143194,2f99a9eb19eecabe9c5be8fd943fc63be73bfc5a
1143194,8b1896147f4120c29fbdf541e55c2960bb6eae19
1143194,5ff1e40be5f98b47eb094eb1e6c3ddf9063e6f94
1143194,12df53d34b7414c43afeb2ab59cc30f2419bbe2d
1143299,d91047ecbd9f0d84002ecc47d8bcf33703228a3e
1143679,aca710f1a14abfba18baa1db84c4fe1d14e6d733
1144107,7518d33f23de4ab5c6144d694a3d702bed26baab
1144107,299a024d4532be625de246187f43a923e39adc75
1144107,e25c72e7e844221d4d7bf7617637361157c18d64
1144107,d3ab79e463ebcf68c7e816d65a737ed6657c5e49
1144988,ec28e56febf1efdd8406be1e5c93887befeb87a4
1144991,8428dce9dde06458546c542040f6df4a0944a823
1144991,ae2217c25ceee746befcc7a1abeb0acb94bbd089
1145255,810a0dfe489fec63fbb518f64607bafa13dce3c8
1145781,d682b4e2df8694ae17235496385f2cf49b751e43
1145781,2525c3ff6145a208719a99f3a507398914e88b11
1146101,a95d4de3ea08e52104fbccfb478dd263a0f98a42
1146213,679e80ff389c500206c736ef466134e15e4913b8
1146339,7ee9c3fce092eafa3181bb4c551990a6e7a5a2f7
1146416,1628ecf1c71fb80533e39245a255d69554927d69
1146724,780cf81ab0d3ed3c6833912471c8aeb198a6e099
1147497,98059179549d4e550a0593d5af1977d43160e743
1148328,ec5d1e03d2fe5d123cd87da25c0801a3eab68b1c
1148732,b0e057eb58b1c35e8a6a78fc3ae6a2e3eca4c527
1149000,33817a41e2e17ee5d86c27048df4feb39a24eda4
1149526,3ccd83f8e32b5eb921f80389282c51380be2b70c
1149526,909e17a7edb74332a40d25c7b666a454786b4405
1149542,b08005b5d0903c9714eac6465288cb69f8943023
1149542,d084a35e8d79a6ebf6c8da1785add5c6ec41420f
1149605,c99d19bfd6a0e674431b1c805f714f41a9226140
1149891,9aad1ac832f7fa6a31473238fc20e7070689cc2c
1149891,8717afeef3c68e6631b68239ac795dc392f6e446
1151139,12394290ae583134871ed40c93677f62ffb1e9e0
1152177,fa5dc09027fd23de619b35ed6148f282118da8e0
1152280,4c55860811547900bc80222644014ea30d106ccd
1153478,0ca91806d2c4d238685df624b3de3c6c5896daab
1153478,34a7eeb94839a73d7f3626d40ae622c532b350e0
1153688,75ae5ac861f21a5be89ec187e3db149a1ec43957
1154683,41787c8d077ddc09cbe14681617631e8c4f14cd9
1154923,88213a36d165b095738bfff456433f74760f33fa
1155328,d33b8f5dfd87dd0f5c1050d8772eb0ad6400efba
1155474,81ed40faade84d67adf964de19774f61a2c8363a
1155985,3ba8d6cc53c02108784d7864d1f8f8a7eb5d298c
1156861,29a9acde728e4ce55535c4e7695fbb4d076230d6
1159973,de4736293b6aac98cdb6c1bb333fa9b9971e603e
1160890,22e8c544040543b89df9c046079553f861faf846
1160890,37c0bb092ec2b3812f095d02755d708638861906
1161063,be976c7cb4b1ff8d4f26c0f33d780950ec491f3b
1161719,36f729b4ffc9d0ff63520a0d0114828dbe25e064
1162372,d43113d59aabb39bc5d8c855baab358d9fc0cb8a
1163109,13fda43e7e957947e3ad7db6d56f4aab209ec330
1163359,685e7ad81dd9bd61df0fe26f0d0cbf03001bfa7f
1163422,4e1245f345fac79f61fed33e19169a68a793c644
1163852,6e74f27a5ab0d8d923ce9b1a51db4647d5fb2708
1164567,4a1b5563fdccd1a174b6be3985056c845576fba1
1164567,415a89038ea1adcb61957cf7683542d6f1c7e2cb
1164766,942cacbdaef2b51eab5cabe13adb4a66c67bf0b9
1166082,ccc7ee0450635ee21ccf76feac0cdb82b6f44a32
1166900,a4549e040626cbdc8999e94bb6a8cb3ab4e2841f
1166924,635ef933d0d519ff0df2f9044400792d9bfa67af
1166924,0facd655bce5f6e95f296b2599c2284049b06531
1167332,29cc4d75104bff31ae9edb34edc102cd9be00637
1167356,2bb563092098397f988f6472773dbf615b2eadd1
1167888,1c29eb9667ed7238bc98b3e1d2e2d2d3e4cfaab3
1168959,13f5dda0175b98b8d45a27171b050bf0c9b049fa
1169867,ed789bed05b5180bd1d10311beb346d6d1f020f3
1169867,281a5a64be5e4c30d551c3605f996352ee0cc483
1170246,3b73bf339093cd9e1c43b6b6c3b5750ca27297d0
1170390,633cf3feabcbd703b6837d4cb9ca409d07129dce
1170390,daaedf8c20db7248d9275c9349f841b7b9d7000e
1170390,dcb8ffba924659d92807683adc0c064a0c55bc70
1170390,d11f383428198a325fbf41bd7ca92c6a9f504200
1170794,d8783629750506b806611ea15c368771fb847f33
1170794,d772d098a392c569e854b81b27e24f97c4619e14
1170809,5e9a6613f8ed9456c5b99b696b93c2f510c4f385
1171518,98c0d3e9c6f19ec2a10370093d74a9105145d5c9
1171540,e815b262f9ac0f747a09f36ddeca39540bb89b45
1171540,41142f760914e985075456d04e37e984cb8603d2
1171603,9d8209f754dfba60033461b65508066c76609928
1172055,a9e266811633fa2b0e589fd6f09c560e98b99f54
1172076,a59dc4748390220d88c07abb353cbd42745567e1
1172189,4c18b9c2c98cb05fbd40b002b20cabde78e1b85a
1172397,60b6d9795c7a7c3d3e50c10790929d4479adc1ae
1174479,6961dc3eba19885d44e16d28d908cdbf8ca98c44
1175396,25bb4971646c3850be9e171ed3e27f0ec7724330
1176270,2afd5728f13aebe9c2daa85dd831b4e4ac2ac121
1176340,aff89c5a3121cd1e0882660f930b5076fad05c82
1177501,10ac7b53802a130d1c225d4c43033dca152edaab
1177861,66bf3e9e71d4d1730c15bbdd0448b91c8c1a15b8
1178033,e4b9e72f934f864375d03732d6923bb06f4e8d35
1178058,b9a02fdb75a5ead0db9a726edb9c4dc814f1be48
1178890,1ab4e8c69ee16e67e2630afa7cfc7b9d98fcca66
1179262,9a9a92d6d78b8abd656ad69d0a04c33dec394584
1179484,9f989aba3e6e156bf6e61e49390d1cabaffe237a
1181204,df3aedb6cd4925458e012eeffea0995a301d7158
1181651,6e758736c0c65821117d54a012b1a555bc9d2d7d
1182711,f083fd25e8faa0512d236064ab861ee0c053a800
1182723,bcf65c04b69cceb568b38e26fbcb4b1af8fbb6c3
1182778,c3df6435ad5ef600e39b41b5e230e76dbb4b4bd5
1183153,60707ba97960d5d92bb861636ee06ef4c06173b6
1184009,43e50f129af4ec22db4810366b8aa281c4aaed84
1184009,10e77092a656b4800876c0233e2a188cf6f9eb6a
1184068,8bae34af92eaf3b9d63b867b45557f250d0cdbfb
1184500,2db081ae318560fd9c8894acc6dc501fe84db6d0
1185115,c10dc4f9f3ecd7bc2311f2f946af0ad96b5b9183
1185157,c966f178765a02e591d0f8b16fd3f8cd7705f9ba
1185256,c634c30551b04b8d214e7ae54c79af8d87b24445
1185820,13588e7747b115fed0b782c0da9a11dd0b069e79
1186160,a084674ecc7ea9d16d1d2622779e4fe76ff59433
1186657,4b95e03f5b6b00be1089281fd87558c27bc8431e
1186718,a674c7019cb567bd4f8696d274b6fbf146363a65
1186725,e5c33ca97b63199cb744e8b3feb74f991733f927
1186962,362fb8801d464acfa5dfb3ca7c33ae0023856224
1186973,5326cb59d6a6c7986c7f7c59754157cca857a630
1187420,0ced5597653827d57beebce2dd8b4835340988b1
1188010,a11512671244c78ad2f892e396267efb54798ea1
1188105,95f3db5684c21305f269f0cb189f06446e9f38a5
1188590,67ee052e79c980efedbba9d8ff4d12b2e2ceedfa
1189082,5ee6279df6794f1a625ba240ee67ba5aed2ab00d
1189814,f19d55717b0a0f41d6d74dd61a1eb66c4988e6b4
1189860,51819c4396b4ce51115785f4fab935880d41ec9f
1190526,c69c21713dc8d97ebfd0de0c6973dfcf44b6216d
1191423,03bdce0dcbb00354a4b23bcf67d8a721cfd7b0f9
1191463,91fe6c306c8aa08cf24ed9fe9d507d836d9dc785
1191942,ed8a6af1508ac68a28d017e26935e7a12dbda864
1192226,df49a79ef2ad3f85b581558282cc7570a77f013e
1192226,18d6b697556f2a023b67d1b26ad3ea31ca48bb04
1192401,6f05420e460d4d9686000c8312cc893bcc49430c
1193027,0c24126a81e5925d60e73b0dfcc76b2691e0cab9
1193093,2f937f9e1b5fee1312ea6fc838f8915a4271903e
1194818,9c9f33fb94364ba69567ba9c42983ff9f09fdeeb
1194820,faa0e890a8580c36f4c327eee418a7734cc994dc
1195735,dcf488b739183e1f256e4ecdc55f432c6c323c43
1195976,1d0a9ae2715d55a4852de88ad756f6efb1c363be
1196237,a7d4d29b32ac29e3ad25f361558653edfa27fc19
1197012,5af8f2d7ee3e4e83550fb8b9028276444754ede3
1197059,9a074478c2d3498a7c5eec0cd732ba4cc4ee0e14
1197901,78d2fbf52588a24720eed2cc1721730693d1151b
1198435,08d1defbf5011c13ab533b47498819bfaa50fb88
1198435,cb16e1ad62ea41c382d10e2be47e6b354ba8ca18
1199171,6cb745339f3c6426a2ecf0b70c7c4654d508967d
1199171,b2663d8fb86aa34110a9a340e75bad3ce0388d60
1199400,4cd826f4b033f0cf1c93bfa5066ea1f14d77c6ef
1199400,7fd9619376872691295a9ed787c281e77be3481a
1199400,2b1e7c1466c562c917d02f2b8df9c6fa79dbe15a
1199430,657c9f974bdf493a175434fdac701fcd58a935c1
1199923,7ae35892e7126529b2876c5b50979771e3b3ca61
1200004,44acf95a79fdb26f9ba25038eb5568434fe19efb
1200148,78050272add479077443c9cc8dfba6f55be933b9
1200326,875c69bd35507afd3aebe21b212426f44db2cf20
1200326,a318ed9150221f37885499fad4984eb6c0984f6b
1200326,ff255d58ce896ed6e48b34720e90d89f90170e92
1200326,fb9fad31d6325ff1de1c8c7067882005f3f1ebb4
1200326,8fcdb4d03b9eccc9343f28e414e4cdd07b95e3fb
1200856,b71af0ebe16c516e93b742fbfff65040365aa4d7
1200869,df60b3019087b0d1dceefc99857be57dc90b79e1
1201183,e1bcc04808cc815f6f4f3f9d8103817ea48ff2a7
1201793,de9571163bbbce9e0c83a24ddb384f47c08663fd
1201793,a6163cb891f8211b7810983813cf3107d1549e00
1202677,4c6d311c5911c057a9333ce82f2869ebe484b540
1202844,b451aaf236d09fa4221544c30b7058782267ff95
1203078,83969f2fc719429009dab6eb465b6ec2fea26bae
1203135,8021382da9722db0ad97ebd93698b69a74f0d9b0
1204061,f4c2f277aeae7bf8b05c6b01d1e140cd51b693b4
1204155,48dfe8c77b2f6f3cf8a81ea22d47c3f095d38b35
1204155,a4bf09cda682d02ef212a8c4fbc27f00898bebef
1204269,c56d2bde2883d1ce99567e37753767a40aa361fb
1204580,0f18e328113b444de6b8002e621250ab0170fef7
1204580,35958f485b2987e8b54fa3e66500174ba5cda867
1204669,91657db26f49f885f2338cb8c9302cdf18999f1f
1205163,407dff8daf62624a60b2c485b4e2d97217b93d78
1205707,19620ea2ebc8e4f90bff012a1a678f21c7d33f2c
1205900,f6c99c8baa9b0b6a34d6791e5d4031a2de8f2087
1205937,70a14c7444e56f3442e7671395f531ecc523a220
1206211,680e1f669ea5cbd74fa27705b8a61de469d1748d
1206211,708cf76b6cb44a8565d013621d7ef9f71ab3ac78
1206564,ddd169d6bd65771a6811a3bb223a4a385b101690
1207298,8881708f5c15249df6e9fefaa3fb2af5b1e98711
1207571,31dc40f11fbd0e21bf31c8e8869666a1fbae7d7d
1207958,82552109870e1eff2a64051488613a00e276c537
1208059,335c2779216be1186d937a95f29d082d8a4045d6
1208520,a7a050a4ec474c59cd861b3291aa2e30285050bf
1208525,5a6b63cd300eb05f28b54e4f5266406a29e13b7a
1208665,e2feb3a13f83decfde239b9f63660b496e4bc36b
1208946,92ab6c992c02d680c5664a1500553b6fbf4ee5ae
1208946,b93fead054f56537902ca4e4cad45738ac235af7
1208956,429dbd2ac169941477d588b75f6f98c3db616b38
1210023,860c5decce249dfb052b79990417bd95a0c9f94a
1210302,be5c23120d65305c5d507d28d4ace92434436c50
1210302,e6e0ad8b8818585eb0bc37deb9dbd39dca74bbca
1210302,d47d56b107d4f56ac5b0af855d828fe1f4480478
1210302,e2feb3a13f83decfde239b9f63660b496e4bc36b
1211262,673d9f45b802f1fd1ffaaeae19d433622fe68a5e
1211871,4c9040d0d4d3707b1873dd493952d4c17625b66e
1212305,1e8eb9ccc07d897a65495f992e09c2341f20e987
1212328,66a3bf3abe2eb4653cc6357736c3a43014b11364
1212356,50c41c7027f6203d36e8f6217dcdf328766d5365
1212939,81e422d038d3752790fb8b073faed8351eaf3e16
1213979,9af9f4f39b28a5ce903f14995e87ca70b452d2f6
1214782,aa49df6c573f421f74f1eaf17d94a87d41d75a7c
1216130,6624bab7b2dc12e2fe52b1f5807146567e92e0e1
1216748,a0eedfc2faec5f0239a8b9757508b8ea22352f34
1216748,0962522f86abe4c3d74ccd5054cc47f92a326aa3
1216748,71113b0fe61f105583f2d7f3718b16896f874000
1216748,330c1763806e3c1ec477084b0ec13e40a4d33fda
1216837,35d0e5235621eaf2c176695ca349191eb762bc66
1218124,10343f89ef92524b621fdd5a919e84903a47667c
1218124,2ee46231d2c00d33f739c91d04a608505dc42b91
1218326,a7637b62d9b5ab73f58e5aa3c663d7d35b624826
