Bug_id,creationdate,resolutiondate
1072044,2014-09-24 00:13:15 +0000,2014-10-02 16:44:12 +0000
1072130,2014-09-24 06:37:06 +0000,2014-09-25 12:32:50 +0000
1072174,2014-09-24 09:02:20 +0000,2014-09-25 12:34:05 +0000
1072760,2014-09-25 05:59:27 +0000,2015-01-28 13:32:36 +0000
1072847,2014-09-25 09:02:12 +0000,2014-10-28 20:25:28 +0000
1072871,2014-09-25 10:13:59 +0000,2014-12-19 20:29:47 +0000
1073577,2014-09-26 16:04:23 +0000,2014-09-30 23:35:59 +0000
1073952,2014-09-28 13:12:19 +0000,2017-03-21 00:51:22 +0000
1073952,2014-09-28 13:12:19 +0000,2017-03-21 00:51:22 +0000
1073952,2014-09-28 13:12:19 +0000,2017-03-21 00:51:22 +0000
1074280,2014-09-29 17:13:57 +0000,2014-10-07 20:21:39 +0000
1074642,2014-09-30 05:36:22 +0000,2017-04-24 13:55:35 +0000
1075546,2014-10-01 14:06:28 +0000,2014-10-08 14:17:37 +0000
1077687,2014-10-03 21:18:25 +0000,2014-11-03 14:16:48 +0000
1079554,2014-10-07 22:28:44 +0000,2015-01-22 13:35:56 +0000
1079658,2014-10-08 04:34:00 +0000,2014-11-04 02:59:48 +0000
1079658,2014-10-08 04:34:00 +0000,2014-11-04 02:59:48 +0000
1079729,2014-10-08 08:58:53 +0000,2014-10-28 20:26:27 +0000
1080312,2014-10-09 01:33:40 +0000,2014-11-13 15:59:05 +0000
1080987,2014-10-10 05:02:31 +0000,2014-12-19 20:29:25 +0000
1080987,2014-10-10 05:02:31 +0000,2014-12-19 20:29:25 +0000
1080995,2014-10-10 05:54:18 +0000,2015-04-07 01:27:30 +0000
1085175,2014-10-19 22:57:51 +0000,2014-11-11 15:13:22 +0000
1086842,2014-10-21 18:11:14 +0000,2014-12-05 12:14:27 +0000
1086999,2014-10-21 22:02:40 +0000,2015-04-07 01:24:53 +0000
1086999,2014-10-21 22:02:40 +0000,2015-04-07 01:24:53 +0000
1086999,2014-10-21 22:02:40 +0000,2015-04-07 01:24:53 +0000
1086999,2014-10-21 22:02:40 +0000,2015-04-07 01:24:53 +0000
1087565,2014-10-22 19:41:03 +0000,2015-04-23 21:21:03 +0000
1087633,2014-10-22 21:25:44 +0000,2014-11-03 14:18:30 +0000
1088635,2014-10-24 12:35:10 +0000,2014-11-05 19:17:19 +0000
1089207,2014-10-25 19:40:51 +0000,2014-11-07 14:04:51 +0000
1092363,2014-10-31 21:17:31 +0000,2015-01-23 17:45:54 +0000
1092370,2014-10-31 21:35:08 +0000,2015-01-30 17:42:15 +0000
1092855,2014-11-02 22:18:16 +0000,2014-11-12 02:06:11 +0000
1092947,2014-11-03 08:11:58 +0000,2014-11-18 16:58:26 +0000
1095925,2014-11-08 18:49:55 +0000,2014-11-20 02:40:47 +0000
1096138,2014-11-10 03:23:41 +0000,2014-12-24 23:44:59 +0000
1098314,2014-11-13 14:08:03 +0000,2014-12-16 11:02:59 +0000
1098497,2014-11-13 19:11:58 +0000,2014-11-17 21:27:13 +0000
1098583,2014-11-13 22:01:25 +0000,2014-11-27 02:06:10 +0000
1100409,2014-11-17 16:38:52 +0000,2014-11-27 02:05:18 +0000
1100409,2014-11-17 16:38:52 +0000,2014-11-27 02:05:18 +0000
1105045,2014-11-25 23:36:04 +0000,2015-08-14 13:12:22 +0000
1107009,2014-12-03 08:48:30 +0000,2015-01-14 01:43:28 +0000
1107011,2014-12-03 08:51:52 +0000,2015-09-15 00:19:18 +0000
1108455,2014-12-08 05:44:43 +0000,2014-12-17 12:04:09 +0000
1108455,2014-12-08 05:44:43 +0000,2014-12-17 12:04:09 +0000
1109552,2014-12-10 10:44:00 +0000,2014-12-24 23:45:58 +0000
1109889,2014-12-10 22:18:29 +0000,2014-12-17 12:00:52 +0000
1110212,2014-12-11 16:29:24 +0000,2014-12-19 11:34:56 +0000
1110212,2014-12-11 16:29:24 +0000,2014-12-19 11:34:56 +0000
1110488,2014-12-11 22:37:00 +0000,2015-01-07 03:34:30 +0000
1110557,2014-12-12 01:26:09 +0000,2015-01-25 00:32:42 +0000
1111243,2014-12-13 18:46:29 +0000,2015-01-26 14:30:30 +0000
1111248,2014-12-13 18:59:34 +0000,2015-01-26 16:00:21 +0000
1111327,2014-12-14 09:50:44 +0000,2014-12-16 20:23:26 +0000
1111737,2014-12-15 19:20:16 +0000,2014-12-22 23:00:00 +0000
1111834,2014-12-15 22:50:43 +0000,2015-03-04 00:57:41 +0000
1113431,2014-12-19 00:50:50 +0000,2015-03-18 22:40:05 +0000
1113431,2014-12-19 00:50:50 +0000,2015-03-18 22:40:05 +0000
1113431,2014-12-19 00:50:50 +0000,2015-03-18 22:40:05 +0000
1114058,2014-12-20 17:35:21 +0000,2015-01-01 22:27:48 +0000
1114569,2014-12-22 13:06:10 +0000,2015-01-04 04:21:44 +0000
1115776,2014-12-26 22:00:49 +0000,2015-01-26 21:50:02 +0000
1116306,2014-12-29 23:30:11 +0000,2015-01-06 00:27:37 +0000
1116385,2014-12-30 05:34:20 +0000,2015-10-14 11:51:34 +0000
1117140,2015-01-02 17:32:09 +0000,2015-01-08 13:32:55 +0000
1117304,2015-01-03 06:48:37 +0000,2015-01-25 00:33:09 +0000
1117304,2015-01-03 06:48:37 +0000,2015-01-25 00:33:09 +0000
1117406,2015-01-03 21:46:22 +0000,2015-01-25 00:33:34 +0000
1117977,2015-01-05 21:14:46 +0000,2015-02-20 00:03:32 +0000
1118894,2015-01-07 19:46:22 +0000,2015-01-25 00:34:40 +0000
1119019,2015-01-07 23:45:40 +0000,2015-01-23 17:46:03 +0000
1119579,2015-01-09 00:13:39 +0000,2015-01-12 13:01:38 +0000
1120655,2015-01-12 22:05:54 +0000,2015-03-21 19:39:21 +0000
1120655,2015-01-12 22:05:54 +0000,2015-03-21 19:39:21 +0000
1120655,2015-01-12 22:05:54 +0000,2015-03-21 19:39:21 +0000
1122218,2015-01-15 20:45:58 +0000,2015-05-13 18:17:17 +0000
1123882,2015-01-20 21:04:32 +0000,2015-01-24 16:33:08 +0000
1124018,2015-01-21 02:34:12 +0000,2015-07-03 10:01:20 +0000
1124898,2015-01-22 22:38:26 +0000,2015-01-26 21:48:13 +0000
1124898,2015-01-22 22:38:26 +0000,2015-01-26 21:48:13 +0000
1125389,2015-01-23 22:41:36 +0000,2015-01-29 23:07:31 +0000
1125734,2015-01-26 08:52:26 +0000,2015-01-28 13:31:24 +0000
1127012,2015-01-28 20:58:52 +0000,2015-03-06 12:40:10 +0000
1127206,2015-01-29 06:59:56 +0000,2015-01-31 17:07:07 +0000
1127246,2015-01-29 09:26:28 +0000,2015-02-02 22:36:39 +0000
1127481,2015-01-29 19:43:01 +0000,2015-04-29 23:58:53 +0000
1128064,2015-01-30 21:44:56 +0000,2015-04-07 19:07:28 +0000
1128126,2015-01-31 03:14:17 +0000,2015-02-10 21:02:30 +0000
1128196,2015-01-31 19:35:22 +0000,2015-02-10 21:20:38 +0000
1128939,2015-02-03 14:22:09 +0000,2015-02-11 14:50:43 +0000
1130541,2015-02-06 19:32:29 +0000,2015-02-07 16:52:02 +0000
1132265,2015-02-11 23:41:47 +0000,2015-03-12 22:24:23 +0000
1132342,2015-02-12 04:42:40 +0000,2015-02-24 12:11:57 +0000
1132467,2015-02-12 15:41:36 +0000,2015-07-04 18:11:21 +0000
1132468,2015-02-12 15:46:55 +0000,2015-02-27 02:35:56 +0000
1133909,2015-02-17 19:55:50 +0000,2015-02-25 16:05:29 +0000
1133909,2015-02-17 19:55:50 +0000,2015-02-25 16:05:29 +0000
1134561,2015-02-19 10:08:28 +0000,2015-03-10 22:49:46 +0000
1135066,2015-02-20 15:25:06 +0000,2015-03-09 13:07:32 +0000
1137326,2015-02-26 17:52:59 +0000,2015-03-03 13:06:14 +0000
1137624,2015-02-27 09:23:16 +0000,2015-03-18 22:05:56 +0000
1138199,2015-03-01 19:49:33 +0000,2015-03-09 13:06:31 +0000
1138391,2015-03-02 13:27:12 +0000,2015-03-13 20:00:34 +0000
1138669,2015-03-02 21:32:57 +0000,2015-03-10 22:48:58 +0000
1140537,2015-03-06 20:16:18 +0000,2015-04-27 19:20:28 +0000
1140616,2015-03-06 23:13:10 +0000,2015-08-25 14:51:45 +0000
1141081,2015-03-09 14:24:53 +0000,2015-04-08 16:29:46 +0000
1141081,2015-03-09 14:24:53 +0000,2015-04-08 16:29:46 +0000
1142210,2015-03-11 19:23:50 +0000,2015-03-21 19:40:07 +0000
1143130,2015-03-13 19:45:54 +0000,2015-04-10 02:52:44 +0000
1143194,2015-03-13 22:20:02 +0000,2015-03-22 21:03:38 +0000
1143194,2015-03-13 22:20:02 +0000,2015-03-22 21:03:38 +0000
1143194,2015-03-13 22:20:02 +0000,2015-03-22 21:03:38 +0000
1143194,2015-03-13 22:20:02 +0000,2015-03-22 21:03:38 +0000
1143194,2015-03-13 22:20:02 +0000,2015-03-22 21:03:38 +0000
1143194,2015-03-13 22:20:02 +0000,2015-03-22 21:03:38 +0000
1143299,2015-03-14 13:25:37 +0000,2015-04-13 10:40:37 +0000
1143679,2015-03-16 14:37:43 +0000,2015-06-03 20:08:43 +0000
1144107,2015-03-17 13:31:55 +0000,2015-07-14 22:18:14 +0000
1144107,2015-03-17 13:31:55 +0000,2015-07-14 22:18:14 +0000
1144107,2015-03-17 13:31:55 +0000,2015-07-14 22:18:14 +0000
1144107,2015-03-17 13:31:55 +0000,2015-07-14 22:18:14 +0000
1144988,2015-03-19 01:48:22 +0000,2015-03-20 03:57:53 +0000
1144991,2015-03-19 01:57:35 +0000,2015-03-20 03:57:28 +0000
1144991,2015-03-19 01:57:35 +0000,2015-03-20 03:57:28 +0000
1145255,2015-03-19 18:11:42 +0000,2015-03-20 03:59:59 +0000
1145781,2015-03-20 20:20:01 +0000,2015-03-31 14:22:40 +0000
1145781,2015-03-20 20:20:01 +0000,2015-03-31 14:22:40 +0000
1146101,2015-03-22 09:00:57 +0000,2015-04-15 19:09:11 +0000
1146213,2015-03-23 02:16:33 +0000,2015-07-21 22:54:20 +0000
1146339,2015-03-23 14:00:51 +0000,2015-03-24 15:49:54 +0000
1146416,2015-03-23 16:16:15 +0000,2015-03-29 03:43:55 +0000
1146724,2015-03-24 01:47:36 +0000,2015-04-27 18:46:43 +0000
1147497,2015-03-25 17:33:18 +0000,2015-04-17 20:09:26 +0000
1148328,2015-03-27 09:04:08 +0000,2015-04-03 00:53:21 +0000
1148732,2015-03-28 09:59:37 +0000,2016-06-28 03:12:30 +0000
1149000,2015-03-30 02:20:43 +0000,2015-09-02 01:21:20 +0000
1149526,2015-03-31 14:07:43 +0000,2015-04-10 02:52:31 +0000
1149526,2015-03-31 14:07:43 +0000,2015-04-10 02:52:31 +0000
1149542,2015-03-31 14:28:28 +0000,2015-04-07 01:27:06 +0000
1149542,2015-03-31 14:28:28 +0000,2015-04-07 01:27:06 +0000
1149605,2015-03-31 16:26:09 +0000,2015-04-29 23:58:23 +0000
1149891,2015-04-01 06:06:52 +0000,2015-05-29 21:01:47 +0000
1149891,2015-04-01 06:06:52 +0000,2015-05-29 21:01:47 +0000
1151139,2015-04-03 23:50:30 +0000,2015-04-09 15:50:01 +0000
1152177,2015-04-08 06:28:17 +0000,2015-04-13 10:40:06 +0000
1152280,2015-04-08 11:50:56 +0000,2015-04-20 23:54:58 +0000
1153478,2015-04-10 23:33:15 +0000,2015-04-16 20:32:38 +0000
1153478,2015-04-10 23:33:15 +0000,2015-04-16 20:32:38 +0000
1153688,2015-04-13 01:03:22 +0000,2015-04-18 23:42:21 +0000
1154683,2015-04-15 11:50:14 +0000,2015-04-20 23:54:13 +0000
1154923,2015-04-15 20:59:18 +0000,2016-06-27 21:06:52 +0000
1155328,2015-04-16 18:54:46 +0000,2016-01-07 13:58:30 +0000
1155474,2015-04-17 01:21:17 +0000,2015-04-28 19:47:16 +0000
1155985,2015-04-18 16:57:27 +0000,2015-04-23 00:29:36 +0000
1156861,2015-04-21 17:21:24 +0000,2015-05-28 14:22:49 +0000
1159973,2015-04-30 00:03:06 +0000,2015-05-24 19:19:37 +0000
1160890,2015-05-03 18:15:32 +0000,2016-02-17 18:31:05 +0000
1160890,2015-05-03 18:15:32 +0000,2016-02-17 18:31:05 +0000
1161063,2015-05-04 15:09:04 +0000,2015-06-12 19:07:02 +0000
1161719,2015-05-05 20:05:32 +0000,2015-05-07 14:09:52 +0000
1162372,2015-05-07 04:42:18 +0000,2015-07-27 19:33:17 +0000
1163109,2015-05-08 19:24:08 +0000,2015-05-28 00:11:44 +0000
1163359,2015-05-10 01:29:54 +0000,2015-05-18 15:25:53 +0000
1163422,2015-05-10 19:30:39 +0000,2015-05-23 21:34:58 +0000
1163852,2015-05-11 23:22:18 +0000,2015-06-08 18:03:38 +0000
1164567,2015-05-13 18:07:57 +0000,2015-05-16 16:00:05 +0000
1164567,2015-05-13 18:07:57 +0000,2015-05-16 16:00:05 +0000
1164766,2015-05-14 06:27:39 +0000,2015-08-20 19:50:50 +0000
1166082,2015-05-18 22:29:44 +0000,2015-05-28 14:20:06 +0000
1166900,2015-05-20 20:18:53 +0000,2015-06-05 01:24:58 +0000
1166924,2015-05-20 21:07:48 +0000,2015-05-28 14:22:30 +0000
1166924,2015-05-20 21:07:48 +0000,2015-05-28 14:22:30 +0000
1167332,2015-05-21 19:23:55 +0000,2015-06-12 00:19:25 +0000
1167356,2015-05-21 20:07:38 +0000,2015-06-12 00:20:37 +0000
1167888,2015-05-23 21:43:44 +0000,2015-06-05 01:25:17 +0000
1168959,2015-05-27 18:39:23 +0000,2015-06-12 00:20:09 +0000
1169867,2015-05-29 23:27:29 +0000,2015-06-12 19:08:14 +0000
1169867,2015-05-29 23:27:29 +0000,2015-06-12 19:08:14 +0000
1170246,2015-06-01 18:21:55 +0000,2015-06-17 19:20:24 +0000
1170390,2015-06-02 00:50:23 +0000,2015-07-13 23:00:12 +0000
1170390,2015-06-02 00:50:23 +0000,2015-07-13 23:00:12 +0000
1170390,2015-06-02 00:50:23 +0000,2015-07-13 23:00:12 +0000
1170390,2015-06-02 00:50:23 +0000,2015-07-13 23:00:12 +0000
1170794,2015-06-02 22:09:27 +0000,2015-06-17 19:21:19 +0000
1170794,2015-06-02 22:09:27 +0000,2015-06-17 19:21:19 +0000
1170809,2015-06-02 22:48:02 +0000,2015-06-24 14:25:45 +0000
1171518,2015-06-04 16:02:12 +0000,2015-07-15 03:31:47 +0000
1171540,2015-06-04 16:59:35 +0000,2015-06-16 18:48:09 +0000
1171540,2015-06-04 16:59:35 +0000,2015-06-16 18:48:09 +0000
1171603,2015-06-04 18:33:22 +0000,2015-07-07 20:02:03 +0000
1172055,2015-06-05 17:58:16 +0000,2015-07-10 23:12:12 +0000
1172076,2015-06-05 18:28:00 +0000,2015-06-15 20:03:21 +0000
1172189,2015-06-05 23:35:22 +0000,2015-06-12 19:07:56 +0000
1172397,2015-06-08 04:58:28 +0000,2015-06-16 18:44:11 +0000
1174479,2015-06-13 23:27:56 +0000,2015-06-17 19:19:49 +0000
1175396,2015-06-17 04:23:57 +0000,2015-07-14 22:18:46 +0000
1176270,2015-06-19 15:51:56 +0000,2015-06-22 12:17:42 +0000
1176340,2015-06-19 18:52:51 +0000,2015-11-03 11:24:33 +0000
1177501,2015-06-25 20:19:55 +0000,2015-06-29 13:43:21 +0000
1177861,2015-06-26 19:58:07 +0000,2015-08-12 13:17:22 +0000
1178033,2015-06-27 19:52:08 +0000,2015-08-18 00:02:56 +0000
1178058,2015-06-28 02:52:29 +0000,2015-07-17 14:43:15 +0000
1178890,2015-06-30 18:21:50 +0000,2015-07-10 10:29:43 +0000
1179262,2015-07-01 15:36:36 +0000,2015-07-04 01:58:04 +0000
1179484,2015-07-01 21:20:48 +0000,2015-07-14 22:19:08 +0000
1181204,2015-07-07 17:03:53 +0000,2015-07-20 20:06:20 +0000
1181651,2015-07-08 17:20:30 +0000,2015-08-20 19:47:47 +0000
1182711,2015-07-10 23:26:21 +0000,2015-07-22 20:40:40 +0000
1182723,2015-07-11 00:13:19 +0000,2015-07-22 16:19:59 +0000
1182778,2015-07-11 13:47:54 +0000,2015-09-12 16:24:02 +0000
1183153,2015-07-13 16:10:32 +0000,2015-08-26 18:45:15 +0000
1184009,2015-07-15 08:21:57 +0000,2015-08-11 14:39:19 +0000
1184009,2015-07-15 08:21:57 +0000,2015-08-11 14:39:19 +0000
1184068,2015-07-15 11:42:23 +0000,2015-07-27 14:23:14 +0000
1184500,2015-07-16 11:51:07 +0000,2015-07-20 07:18:07 +0000
1185115,2015-07-17 21:34:26 +0000,2015-07-27 19:42:30 +0000
1185157,2015-07-17 23:05:34 +0000,2015-07-24 11:08:02 +0000
1185256,2015-07-18 16:28:21 +0000,2015-09-30 20:52:01 +0000
1185820,2015-07-21 05:05:10 +0000,2015-07-30 01:16:58 +0000
1186160,2015-07-21 20:17:59 +0000,2015-09-01 13:05:20 +0000
1186657,2015-07-22 21:59:37 +0000,2015-07-28 14:37:21 +0000
1186718,2015-07-23 00:30:16 +0000,2015-07-28 14:35:25 +0000
1186725,2015-07-23 00:44:02 +0000,2015-08-10 21:47:14 +0000
1186962,2015-07-23 16:53:34 +0000,2015-09-02 01:09:32 +0000
1186973,2015-07-23 17:18:26 +0000,2015-10-29 11:14:25 +0000
1187420,2015-07-24 18:40:41 +0000,2016-03-11 16:00:17 +0000
1188010,2015-07-27 17:30:38 +0000,2015-10-06 18:31:36 +0000
1188105,2015-07-27 21:11:56 +0000,2015-08-20 19:50:21 +0000
1188590,2015-07-28 20:25:25 +0000,2015-07-30 01:15:56 +0000
1189082,2015-07-29 21:44:16 +0000,2015-09-24 23:43:32 +0000
1189814,2015-07-31 16:43:07 +0000,2015-08-23 21:45:40 +0000
1189860,2015-07-31 18:14:03 +0000,2015-08-26 18:45:20 +0000
1190526,2015-08-03 19:49:15 +0000,2015-08-23 21:50:18 +0000
1191423,2015-08-05 17:37:41 +0000,2015-09-24 14:07:51 +0000
1191463,2015-08-05 18:56:15 +0000,2015-08-23 21:46:50 +0000
1191942,2015-08-06 18:49:24 +0000,2015-09-12 16:01:10 +0000
1192226,2015-08-07 13:18:04 +0000,2015-08-23 21:49:55 +0000
1192226,2015-08-07 13:18:04 +0000,2015-08-23 21:49:55 +0000
1192401,2015-08-07 20:47:46 +0000,2015-08-14 19:21:54 +0000
1193027,2015-08-10 21:15:55 +0000,2015-09-12 16:23:14 +0000
1193093,2015-08-10 23:43:13 +0000,2016-02-24 11:27:10 +0000
1194818,2015-08-14 18:37:41 +0000,2015-09-02 01:10:16 +0000
1194820,2015-08-14 18:40:05 +0000,2015-09-01 13:02:46 +0000
1195735,2015-08-18 13:18:42 +0000,2015-10-02 10:56:51 +0000
1195976,2015-08-18 19:31:34 +0000,2015-08-28 19:38:25 +0000
1196237,2015-08-19 13:17:22 +0000,2015-08-23 21:51:10 +0000
1197012,2015-08-21 00:01:28 +0000,2015-09-15 00:19:47 +0000
1197059,2015-08-21 03:47:56 +0000,2015-08-30 19:53:04 +0000
1197901,2015-08-24 17:38:44 +0000,2016-02-25 11:18:31 +0000
1198435,2015-08-25 19:26:15 +0000,2015-09-11 14:46:21 +0000
1198435,2015-08-25 19:26:15 +0000,2015-09-11 14:46:21 +0000
1199171,2015-08-27 10:56:51 +0000,2015-09-17 13:03:21 +0000
1199171,2015-08-27 10:56:51 +0000,2015-09-17 13:03:21 +0000
1199400,2015-08-27 18:58:48 +0000,2015-09-06 04:38:19 +0000
1199400,2015-08-27 18:58:48 +0000,2015-09-06 04:38:19 +0000
1199400,2015-08-27 18:58:48 +0000,2015-09-06 04:38:19 +0000
1199430,2015-08-27 20:15:34 +0000,2015-10-08 21:33:19 +0000
1199923,2015-08-29 14:25:31 +0000,2016-01-14 01:35:02 +0000
1200004,2015-08-30 10:04:04 +0000,2015-09-08 13:46:18 +0000
1200148,2015-08-31 09:19:13 +0000,2015-09-11 14:47:44 +0000
1200326,2015-08-31 18:00:25 +0000,2015-09-28 22:41:44 +0000
1200326,2015-08-31 18:00:25 +0000,2015-09-28 22:41:44 +0000
1200326,2015-08-31 18:00:25 +0000,2015-09-28 22:41:44 +0000
1200326,2015-08-31 18:00:25 +0000,2015-09-28 22:41:44 +0000
1200326,2015-08-31 18:00:25 +0000,2015-09-28 22:41:44 +0000
1200856,2015-09-01 22:56:08 +0000,2015-09-03 11:21:50 +0000
1200869,2015-09-01 23:32:13 +0000,2015-09-03 11:22:25 +0000
1201183,2015-09-02 18:17:16 +0000,2015-09-11 14:49:36 +0000
1201793,2015-09-04 05:50:37 +0000,2015-09-10 22:27:04 +0000
1201793,2015-09-04 05:50:37 +0000,2015-09-10 22:27:04 +0000
1202677,2015-09-08 14:42:38 +0000,2015-09-11 14:48:52 +0000
1202844,2015-09-08 20:53:51 +0000,2015-09-10 22:25:31 +0000
1203078,2015-09-09 11:52:11 +0000,2015-09-20 08:13:05 +0000
1203135,2015-09-09 14:25:14 +0000,2015-11-25 13:48:20 +0000
1204061,2015-09-11 18:07:39 +0000,2015-10-07 17:39:13 +0000
1204155,2015-09-11 23:50:05 +0000,2015-10-03 22:46:04 +0000
1204155,2015-09-11 23:50:05 +0000,2015-10-03 22:46:04 +0000
1204269,2015-09-12 20:51:23 +0000,2015-10-07 17:39:47 +0000
1204580,2015-09-14 17:21:44 +0000,2015-10-02 20:36:52 +0000
1204580,2015-09-14 17:21:44 +0000,2015-10-02 20:36:52 +0000
1204669,2015-09-14 21:32:30 +0000,2015-09-24 14:08:33 +0000
1205163,2015-09-16 03:55:56 +0000,2015-12-04 00:01:17 +0000
1205707,2015-09-17 15:31:36 +0000,2015-09-28 22:42:18 +0000
1205900,2015-09-17 23:51:39 +0000,2015-10-02 20:36:30 +0000
1205937,2015-09-18 02:54:40 +0000,2015-10-02 10:52:23 +0000
1206211,2015-09-18 19:58:35 +0000,2015-09-24 23:49:48 +0000
1206211,2015-09-18 19:58:35 +0000,2015-09-24 23:49:48 +0000
1206564,2015-09-21 01:20:34 +0000,2015-09-23 10:39:33 +0000
1207298,2015-09-22 19:43:52 +0000,2015-10-03 22:45:02 +0000
1207571,2015-09-23 13:03:06 +0000,2015-11-24 22:02:37 +0000
1207958,2015-09-24 07:16:18 +0000,2016-01-21 11:00:20 +0000
1208059,2015-09-24 14:32:22 +0000,2015-11-16 21:40:42 +0000
1208520,2015-09-25 15:59:20 +0000,2015-10-09 14:51:08 +0000
1208525,2015-09-25 16:10:59 +0000,2016-01-07 13:54:17 +0000
1208665,2015-09-25 23:00:42 +0000,2015-10-07 17:40:39 +0000
1208946,2015-09-28 05:05:22 +0000,2016-01-15 11:03:08 +0000
1208946,2015-09-28 05:05:22 +0000,2016-01-15 11:03:08 +0000
1208956,2015-09-28 06:55:22 +0000,2015-10-20 10:22:07 +0000
1210023,2015-09-30 16:41:11 +0000,2015-10-02 10:49:53 +0000
1210302,2015-10-01 06:31:48 +0000,2015-10-07 17:40:13 +0000
1210302,2015-10-01 06:31:48 +0000,2015-10-07 17:40:13 +0000
1210302,2015-10-01 06:31:48 +0000,2015-10-07 17:40:13 +0000
1210302,2015-10-01 06:31:48 +0000,2015-10-07 17:40:13 +0000
1211262,2015-10-04 14:25:14 +0000,2015-10-14 11:53:40 +0000
1211871,2015-10-06 13:09:12 +0000,2015-10-14 11:54:51 +0000
1212305,2015-10-07 12:38:15 +0000,2015-10-21 23:35:36 +0000
1212328,2015-10-07 13:44:23 +0000,2016-03-12 20:33:47 +0000
1212356,2015-10-07 14:37:35 +0000,2016-07-15 14:31:28 +0000
1212939,2015-10-08 17:04:09 +0000,2015-12-30 11:08:40 +0000
1213979,2015-10-12 19:58:35 +0000,2015-10-15 18:21:43 +0000
1214782,2015-10-14 18:09:12 +0000,2015-10-20 20:27:55 +0000
1216130,2015-10-19 13:18:12 +0000,2015-11-18 16:05:41 +0000
1216748,2015-10-20 21:00:07 +0000,2015-11-12 00:47:56 +0000
1216748,2015-10-20 21:00:07 +0000,2015-11-12 00:47:56 +0000
1216748,2015-10-20 21:00:07 +0000,2015-11-12 00:47:56 +0000
1216748,2015-10-20 21:00:07 +0000,2015-11-12 00:47:56 +0000
1216837,2015-10-21 01:13:08 +0000,2015-12-07 13:27:38 +0000
1218124,2015-10-24 21:15:48 +0000,2015-11-14 21:28:26 +0000
1218124,2015-10-24 21:15:48 +0000,2015-11-14 21:28:26 +0000
1218326,2015-10-26 09:32:56 +0000,2015-11-17 11:34:28 +0000
1219330,2015-10-28 17:16:42 +0000,2015-10-30 23:43:14 +0000
1219339,2015-10-28 17:31:18 +0000,2016-02-16 07:03:10 +0000
1219339,2015-10-28 17:31:18 +0000,2016-02-16 07:03:10 +0000
1220450,2015-11-01 08:58:48 +0000,2016-01-02 00:53:32 +0000
1220493,2015-11-01 22:55:49 +0000,2015-11-20 13:41:54 +0000
1221385,2015-11-04 02:06:18 +0000,2015-12-31 01:40:49 +0000
1221421,2015-11-04 05:10:45 +0000,2015-11-17 21:14:13 +0000
1221444,2015-11-04 07:05:35 +0000,2015-11-05 12:46:23 +0000
1221872,2015-11-05 05:25:56 +0000,2016-02-23 16:01:41 +0000
1222101,2015-11-05 18:19:55 +0000,2016-04-01 09:58:55 +0000
1222798,2015-11-08 13:38:05 +0000,2016-08-03 15:15:10 +0000
1223670,2015-11-11 05:54:19 +0000,2015-12-30 11:10:37 +0000
1223670,2015-11-11 05:54:19 +0000,2015-12-30 11:10:37 +0000
1223670,2015-11-11 05:54:19 +0000,2015-12-30 11:10:37 +0000
1223670,2015-11-11 05:54:19 +0000,2015-12-30 11:10:37 +0000
1223743,2015-11-11 10:58:45 +0000,2015-12-15 11:49:24 +0000
1223743,2015-11-11 10:58:45 +0000,2015-12-15 11:49:24 +0000
1224200,2015-11-12 14:14:58 +0000,2016-01-14 22:00:27 +0000
1224361,2015-11-12 22:30:42 +0000,2015-12-03 14:27:15 +0000
1224361,2015-11-12 22:30:42 +0000,2015-12-03 14:27:15 +0000
1224361,2015-11-12 22:30:42 +0000,2015-12-03 14:27:15 +0000
1224363,2015-11-12 22:38:00 +0000,2015-12-03 14:24:34 +0000
1224363,2015-11-12 22:38:00 +0000,2015-12-03 14:24:34 +0000
1224363,2015-11-12 22:38:00 +0000,2015-12-03 14:24:34 +0000
1224369,2015-11-12 22:47:14 +0000,2015-12-03 14:25:41 +0000
1224369,2015-11-12 22:47:14 +0000,2015-12-03 14:25:41 +0000
1224396,2015-11-13 00:06:45 +0000,2017-11-22 21:38:38 +0000
1224979,2015-11-16 02:30:39 +0000,2016-02-02 22:14:24 +0000
1225250,2015-11-16 19:57:59 +0000,2015-11-20 22:40:32 +0000
1225618,2015-11-17 21:11:21 +0000,2015-11-24 22:02:52 +0000
1226977,2015-11-22 19:03:56 +0000,2016-04-22 14:11:15 +0000
1227052,2015-11-23 09:22:28 +0000,2015-11-24 22:03:10 +0000
1227462,2015-11-24 10:44:59 +0000,2016-02-29 10:39:26 +0000
1227462,2015-11-24 10:44:59 +0000,2016-02-29 10:39:26 +0000
1227538,2015-11-24 14:45:16 +0000,2016-06-10 13:46:23 +0000
1228103,2015-11-25 20:51:50 +0000,2016-02-10 12:43:07 +0000
1228103,2015-11-25 20:51:50 +0000,2016-02-10 12:43:07 +0000
1228103,2015-11-25 20:51:50 +0000,2016-02-10 12:43:07 +0000
1228590,2015-11-27 14:47:07 +0000,2016-01-07 13:55:24 +0000
1228754,2015-11-28 16:52:15 +0000,2016-02-21 17:39:33 +0000
1228754,2015-11-28 16:52:15 +0000,2016-02-21 17:39:33 +0000
1228882,2015-11-29 21:37:09 +0000,2016-03-19 15:44:31 +0000
1228950,2015-11-30 09:20:23 +0000,2015-12-03 14:23:32 +0000
